502	Temos por lutas passado	VIDA CRISTÃ, VITÓRIA
504	Da Igreja o fundamento	IGREJA, NATUREZA
505	Igrejas bem fortes	IGREJA, NATUREZA
506	Senhor, a tua igreja	IGREJA, NATUREZA
507	Eu amo com fervor a igreja	IGREJA, NATUREZA
508	Senhor, que é nosso templo?	IGREJA, NATUREZA
510	Às águas do Jordão	IGREJA, BATISMO
511	Sou em teu nome batizado	IGREJA, BATISMO
512	Lembrando teu sepulcro	IGREJA, BATISMO
513	Ó Senhor, nos alegramos	IGREJA, BATISMO
514	Venham à mesa	IGREJA, CEIA DO SENHOR
515	A ceia do Senhor Jesus	IGREJA, CEIA DO SENHOR
516	Pão da vida	IGREJA, CEIA DO SENHOR
518	Com prazer nos congregamos	IGREJA, CEIA DO SENHOR
519	Reunidos junto à mesa	IGREJA, CEIA DO SENHOR
520	Será possível esquecer?	IGREJA, CEIA DO SENHOR
521	Te damos graças, Pai onipotente	IGREJA, CEIA DO SENHOR
